Date,Region,Country,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Snow Depth (cm)
2023-10-03,Garmisch-Partenkirchen,Germany,750,4,19,0,0
2023-10-04,Garmisch-Partenkirchen,Germany,750,5,13.3,0,0
2023-10-05,Garmisch-Partenkirchen,Germany,750,5,7,0,0
2023-10-06,Garmisch-Partenkirchen,Germany,750,5,20.2,0,0
2023-10-07,Garmisch-Partenkirchen,Germany,750,3,21,0,0
2023-10-08,Garmisch-Partenkirchen,Germany,750,4,17.6,22.5,0
2023-10-09,Garmisch-Partenkirchen,Germany,750,4,14.1,0,0
2023-10-10,Garmisch-Partenkirchen,Germany,750,4,22.6,0.8,0
2023-10-11,Garmisch-Partenkirchen,Germany,750,4,19.1,0,0
2023-10-12,Garmisch-Partenkirchen,Germany,750,4,17.2,5.9,0
2023-10-13,Garmisch-Partenkirchen,Germany,750,3,17.1,0,0
2023-10-14,Garmisch-Partenkirchen,Germany,750,3,26.6,10.3,0
2023-10-15,Garmisch-Partenkirchen,Germany,750,4,25.8,9.4,0
2023-10-16,Garmisch-Partenkirchen,Germany,750,6,23.1,0,0
2023-10-17,Garmisch-Partenkirchen,Germany,750,4,27.4,0,0
2023-10-18,Garmisch-Partenkirchen,Germany,750,6,17.6,0,0
2023-10-19,Garmisch-Partenkirchen,Germany,750,6,8.9,9.5,0
2023-10-20,Garmisch-Partenkirchen,Germany,750,4,25.8,2.9,0
2023-10-21,Garmisch-Partenkirchen,Germany,750,6,22.1,0,0
2023-10-22,Garmisch-Partenkirchen,Germany,750,6,20.4,0,0
2023-10-23,Garmisch-Partenkirchen,Germany,750,4,23.2,0,0
2023-10-24,Garmisch-Partenkirchen,Germany,750,6,19.1,0,0
2023-10-25,Garmisch-Partenkirchen,Germany,750,4,25.8,0,0
2023-10-26,Garmisch-Partenkirchen,Germany,750,5,22.4,0,0
2023-10-27,Garmisch-Partenkirchen,Germany,750,7,19,0,0
2023-10-28,Garmisch-Partenkirchen,Germany,750,3,11.8,2.7,0
2023-10-29,Garmisch-Partenkirchen,Germany,750,3,21.5,0,0
2023-10-30,Garmisch-Partenkirchen,Germany,750,3,24.5,0,0
2023-10-31,Garmisch-Partenkirchen,Germany,750,5,24.1,0,0
2023-11-01,Garmisch-Partenkirchen,Germany,750,4,-6.1,5.7,62
2023-11-02,Garmisch-Partenkirchen,Germany,750,5,-5.2,0,49
2023-11-03,Garmisch-Partenkirchen,Germany,750,3,-2.3,0,29
2023-11-04,Garmisch-Partenkirchen,Germany,750,6,2.1,8.1,18
2023-11-05,Garmisch-Partenkirchen,Germany,750,4,-1.4,0,36
2023-11-06,Garmisch-Partenkirchen,Germany,750,5,-11.7,0,46
2023-11-07,Garmisch-Partenkirchen,Germany,750,5,0.7,2.9,24
2023-11-08,Garmisch-Partenkirchen,Germany,750,4,-5.6,0,38
2023-11-09,Garmisch-Partenkirchen,Germany,750,4,-6,4.7,59
2023-11-10,Garmisch-Partenkirchen,Germany,750,4,-9,0,37
2023-11-11,Garmisch-Partenkirchen,Germany,750,5,-6.5,0,47
2023-11-12,Garmisch-Partenkirchen,Germany,750,6,-4.7,0,30
2023-11-13,Garmisch-Partenkirchen,Germany,750,6,-5.8,11.5,44
2023-11-14,Garmisch-Partenkirchen,Germany,750,3,-3.2,8.3,61
2023-11-15,Garmisch-Partenkirchen,Germany,750,3,-14.2,11.8,35
2023-11-16,Garmisch-Partenkirchen,Germany,750,7,-0.5,3.3,22
2023-11-17,Garmisch-Partenkirchen,Germany,750,5,-3.9,0,40
2023-11-18,Garmisch-Partenkirchen,Germany,750,5,-5.5,0,57
2023-11-19,Garmisch-Partenkirchen,Germany,750,4,-9.6,0,33
2023-11-20,Garmisch-Partenkirchen,Germany,750,3,-2.4,0,25
2023-11-21,Garmisch-Partenkirchen,Germany,750,5,0.7,2.2,31
2023-11-22,Garmisch-Partenkirchen,Germany,750,3,-3.7,0,62
2023-11-23,Garmisch-Partenkirchen,Germany,750,3,2.3,0,39
2023-11-24,Garmisch-Partenkirchen,Germany,750,4,0.8,9.3,41
2023-11-25,Garmisch-Partenkirchen,Germany,750,6,-3.5,0,41
2023-11-26,Garmisch-Partenkirchen,Germany,750,4,-8.7,4.5,23
2023-11-27,Garmisch-Partenkirchen,Germany,750,6,5,0.7,28
2023-11-28,Garmisch-Partenkirchen,Germany,750,6,-10.1,12.4,17
2023-11-29,Garmisch-Partenkirchen,Germany,750,6,-3.1,13.1,14
2023-11-30,Garmisch-Partenkirchen,Germany,750,6,-5.2,12.9,30
2023-12-01,Garmisch-Partenkirchen,Germany,750,4,-1.5,8.6,43
2023-12-02,Garmisch-Partenkirchen,Germany,750,6,-6.7,0,37
2023-12-03,Garmisch-Partenkirchen,Germany,750,4,0.4,5.6,50
2023-12-04,Garmisch-Partenkirchen,Germany,750,4,-1.5,0,29
2023-12-05,Garmisch-Partenkirchen,Germany,750,6,-8.1,0,40
2023-12-06,Garmisch-Partenkirchen,Germany,750,7,-5,0,17
2023-12-07,Garmisch-Partenkirchen,Germany,750,3,-5,0,52
2023-12-08,Garmisch-Partenkirchen,Germany,750,5,-7.1,3.9,34
2023-12-09,Garmisch-Partenkirchen,Germany,750,4,-0.9,0,57
2023-12-10,Garmisch-Partenkirchen,Germany,750,3,-2.9,1.6,50
2023-12-11,Garmisch-Partenkirchen,Germany,750,6,-6.3,0,43
2023-12-12,Garmisch-Partenkirchen,Germany,750,4,0.7,0,53
2023-12-13,Garmisch-Partenkirchen,Germany,750,5,-1.5,4.5,41
2023-12-14,Garmisch-Partenkirchen,Germany,750,5,-11.9,0,32
2023-12-15,Garmisch-Partenkirchen,Germany,750,3,-1.8,0,59
2023-12-16,Garmisch-Partenkirchen,Germany,750,6,-8.1,8.2,22
2023-12-17,Garmisch-Partenkirchen,Germany,750,6,-0.6,0,21
2023-12-18,Garmisch-Partenkirchen,Germany,750,6,-7.6,0,45
2023-12-19,Garmisch-Partenkirchen,Germany,750,6,-4.3,11.8,54
2023-12-20,Garmisch-Partenkirchen,Germany,750,3,-1.8,6.3,55
2023-12-21,Garmisch-Partenkirchen,Germany,750,3,-5.2,0,52
2023-12-22,Garmisch-Partenkirchen,Germany,750,4,-7.6,12.2,18
2023-12-23,Garmisch-Partenkirchen,Germany,750,4,-9.6,0,22
2023-12-24,Garmisch-Partenkirchen,Germany,750,3,-2.6,10.8,57
2023-12-25,Garmisch-Partenkirchen,Germany,750,5,-7.1,0,31
2023-12-26,Garmisch-Partenkirchen,Germany,750,6,-3.1,2.9,17
2023-12-27,Garmisch-Partenkirchen,Germany,750,5,-2.4,0,25
2023-12-28,Garmisch-Partenkirchen,Germany,750,3,-0.9,0,45
2023-12-29,Garmisch-Partenkirchen,Germany,750,3,-8.7,10.7,62
2023-12-30,Garmisch-Partenkirchen,Germany,750,7,2,0,22
2023-12-31,Garmisch-Partenkirchen,Germany,750,7,-6.5,7.1,21
2024-01-01,Garmisch-Partenkirchen,Germany,750,3,-9.9,0,21
2024-01-02,Garmisch-Partenkirchen,Germany,750,6,-8.6,4.4,14
2024-01-03,Garmisch-Partenkirchen,Germany,750,3,-2.6,0,61
2024-01-04,Garmisch-Partenkirchen,Germany,750,5,-7.3,6.9,52
2024-01-05,Garmisch-Partenkirchen,Germany,750,6,-2.6,0,60
2024-01-06,Garmisch-Partenkirchen,Germany,750,4,3,2.5,32
2024-01-07,Garmisch-Partenkirchen,Germany,750,3,0.8,0,39
2024-01-08,Garmisch-Partenkirchen,Germany,750,6,-7.1,0,27
2024-01-09,Garmisch-Partenkirchen,Germany,750,3,-10.1,0,53
2024-01-10,Garmisch-Partenkirchen,Germany,750,4,0,0,58
2024-01-11,Garmisch-Partenkirchen,Germany,750,4,2,0,27
2024-01-12,Garmisch-Partenkirchen,Germany,750,6,-7.2,4.5,14
2024-01-13,Garmisch-Partenkirchen,Germany,750,6,-12.4,0,20
2024-01-14,Garmisch-Partenkirchen,Germany,750,4,-6.4,0,24
2024-01-15,Garmisch-Partenkirchen,Germany,750,6,3.1,9.9,43
2024-01-16,Garmisch-Partenkirchen,Germany,750,3,-6.4,0.7,28
2024-01-17,Garmisch-Partenkirchen,Germany,750,5,-6.6,8.3,39
2024-01-18,Garmisch-Partenkirchen,Germany,750,7,-4.5,6.8,49
2024-01-19,Garmisch-Partenkirchen,Germany,750,5,-13.4,0,60
2024-01-20,Garmisch-Partenkirchen,Germany,750,3,-6.1,0,50
2024-01-21,Garmisch-Partenkirchen,Germany,750,5,3,0,44
2024-01-22,Garmisch-Partenkirchen,Germany,750,6,-11.4,13.8,58
2024-01-23,Garmisch-Partenkirchen,Germany,750,4,-5.2,9.7,56
2024-01-24,Garmisch-Partenkirchen,Germany,750,3,-10.3,5.6,44
2024-01-25,Garmisch-Partenkirchen,Germany,750,5,-6.2,0.5,50
2024-01-26,Garmisch-Partenkirchen,Germany,750,6,0.5,7.4,35
2024-01-27,Garmisch-Partenkirchen,Germany,750,3,-2.6,12.6,21
2024-01-28,Garmisch-Partenkirchen,Germany,750,6,-3.4,13.3,57
2024-01-29,Garmisch-Partenkirchen,Germany,750,5,-12.7,10.3,37
2024-01-30,Garmisch-Partenkirchen,Germany,750,4,-7.6,13.1,50
2024-01-31,Garmisch-Partenkirchen,Germany,750,3,-8.2,0,61
2024-02-01,Garmisch-Partenkirchen,Germany,750,3,3.3,0,10
2024-02-02,Garmisch-Partenkirchen,Germany,750,6,-2.9,3.6,13
2024-02-03,Garmisch-Partenkirchen,Germany,750,6,-1.1,1.2,18
2024-02-04,Garmisch-Partenkirchen,Germany,750,3,-0.8,5.7,60
2024-02-05,Garmisch-Partenkirchen,Germany,750,4,0.1,9.6,51
2024-02-06,Garmisch-Partenkirchen,Germany,750,5,-2.1,13,40
2024-02-07,Garmisch-Partenkirchen,Germany,750,3,-0.5,0,30
2024-02-08,Garmisch-Partenkirchen,Germany,750,3,-11.4,0,24
2024-02-09,Garmisch-Partenkirchen,Germany,750,6,2.7,0,38
2024-02-10,Garmisch-Partenkirchen,Germany,750,6,-10.8,8.5,61
2024-02-11,Garmisch-Partenkirchen,Germany,750,4,-6.4,0,42
2024-02-12,Garmisch-Partenkirchen,Germany,750,6,-9.2,0,23
2024-02-13,Garmisch-Partenkirchen,Germany,750,7,1.4,14.8,51
2024-02-14,Garmisch-Partenkirchen,Germany,750,4,-5.5,0,61
2024-02-15,Garmisch-Partenkirchen,Germany,750,4,1.8,1.4,40
2024-02-16,Garmisch-Partenkirchen,Germany,750,3,-12,2,38
2024-02-17,Garmisch-Partenkirchen,Germany,750,5,-7,5.2,21
2024-02-18,Garmisch-Partenkirchen,Germany,750,3,-8.8,0,46
2024-02-19,Garmisch-Partenkirchen,Germany,750,3,-1,8,39
2024-02-20,Garmisch-Partenkirchen,Germany,750,6,-6.4,13.9,39
2024-02-21,Garmisch-Partenkirchen,Germany,750,6,-8.7,7.7,18
2024-02-22,Garmisch-Partenkirchen,Germany,750,5,-4.5,8.8,49
2024-02-23,Garmisch-Partenkirchen,Germany,750,5,-10,0,43
2024-02-24,Garmisch-Partenkirchen,Germany,750,6,-6.9,0,27
2024-02-25,Garmisch-Partenkirchen,Germany,750,4,-11.8,0,18
2024-02-26,Garmisch-Partenkirchen,Germany,750,5,-9.7,6.9,35
2024-02-27,Garmisch-Partenkirchen,Germany,750,5,-3.4,0,61
2024-02-28,Garmisch-Partenkirchen,Germany,750,4,-2.2,0,14
2024-02-29,Garmisch-Partenkirchen,Germany,750,5,-5.5,0,25
2024-03-01,Garmisch-Partenkirchen,Germany,750,6,-4.1,11.2,34
2024-03-02,Garmisch-Partenkirchen,Germany,750,5,-5.9,3.3,14
2024-03-03,Garmisch-Partenkirchen,Germany,750,3,-7.5,0,48
2024-03-04,Garmisch-Partenkirchen,Germany,750,5,-8.7,12.7,14
2024-03-05,Garmisch-Partenkirchen,Germany,750,3,-5.7,12.7,60
2024-03-06,Garmisch-Partenkirchen,Germany,750,6,1.8,0,50
2024-03-07,Garmisch-Partenkirchen,Germany,750,4,-10.7,0,20
2024-03-08,Garmisch-Partenkirchen,Germany,750,6,-4.3,10.5,61
2024-03-09,Garmisch-Partenkirchen,Germany,750,5,-0.8,10.1,29
2024-03-10,Garmisch-Partenkirchen,Germany,750,3,-8.9,11,33
2024-03-11,Garmisch-Partenkirchen,Germany,750,7,-0.7,13.2,43
2024-03-12,Garmisch-Partenkirchen,Germany,750,3,-7.4,14.6,38
2024-03-13,Garmisch-Partenkirchen,Germany,750,3,-4.9,0,54
2024-03-14,Garmisch-Partenkirchen,Germany,750,7,-6.7,9.1,52
2024-03-15,Garmisch-Partenkirchen,Germany,750,6,-7.3,6.3,22
2024-03-16,Garmisch-Partenkirchen,Germany,750,3,-2.7,6.4,23
2024-03-17,Garmisch-Partenkirchen,Germany,750,5,-6.3,7.2,35
2024-03-18,Garmisch-Partenkirchen,Germany,750,3,-3.3,4.8,53
2024-03-19,Garmisch-Partenkirchen,Germany,750,6,-8.6,0.4,28
2024-03-20,Garmisch-Partenkirchen,Germany,750,3,-6.4,0,32
2024-03-21,Garmisch-Partenkirchen,Germany,750,4,-3.5,0,15
2024-03-22,Garmisch-Partenkirchen,Germany,750,4,-10.4,0,19
2024-03-23,Garmisch-Partenkirchen,Germany,750,4,-4.5,0,52
2024-03-24,Garmisch-Partenkirchen,Germany,750,4,-5.2,8.4,47
2024-03-25,Garmisch-Partenkirchen,Germany,750,4,-1.9,5.5,53
2024-03-26,Garmisch-Partenkirchen,Germany,750,5,-2.4,13.8,27
2024-03-27,Garmisch-Partenkirchen,Germany,750,3,-7.4,0,45
2024-03-28,Garmisch-Partenkirchen,Germany,750,4,-2.2,0,40
2024-03-29,Garmisch-Partenkirchen,Germany,750,4,-5.8,12.1,37
2024-03-30,Garmisch-Partenkirchen,Germany,750,5,3.7,3,12
2024-03-31,Garmisch-Partenkirchen,Germany,750,5,-9.2,4.2,52
2024-04-01,Garmisch-Partenkirchen,Germany,750,7,-6.8,0,36
2024-04-02,Garmisch-Partenkirchen,Germany,750,4,-4.3,3.6,30
2024-04-03,Garmisch-Partenkirchen,Germany,750,6,-0.7,9.1,39
2024-04-04,Garmisch-Partenkirchen,Germany,750,5,-0.5,0,42
2024-04-05,Garmisch-Partenkirchen,Germany,750,4,-8.1,12.2,47
2024-04-06,Garmisch-Partenkirchen,Germany,750,5,0.6,13.5,49
2024-04-07,Garmisch-Partenkirchen,Germany,750,3,-0.6,2.8,55
2024-04-08,Garmisch-Partenkirchen,Germany,750,5,-7.6,4.6,46
2024-04-09,Garmisch-Partenkirchen,Germany,750,5,2,14.9,23
2024-04-10,Garmisch-Partenkirchen,Germany,750,6,-6.9,0,33
2024-04-11,Garmisch-Partenkirchen,Germany,750,5,-8.4,0,23
2024-04-12,Garmisch-Partenkirchen,Germany,750,5,-12.1,2.2,16
2024-04-13,Garmisch-Partenkirchen,Germany,750,5,-10.9,0.1,31
2024-04-14,Garmisch-Partenkirchen,Germany,750,6,-5.5,0,46
2024-04-15,Garmisch-Partenkirchen,Germany,750,3,-4.3,0.2,14
2024-04-16,Garmisch-Partenkirchen,Germany,750,6,-5.5,12.2,18
2024-04-17,Garmisch-Partenkirchen,Germany,750,3,-9.4,12.2,58
2024-04-18,Garmisch-Partenkirchen,Germany,750,3,-9.9,0,48
2024-04-19,Garmisch-Partenkirchen,Germany,750,7,-11.4,12.6,47
2024-04-20,Garmisch-Partenkirchen,Germany,750,5,-7.5,4.4,16
2024-04-21,Garmisch-Partenkirchen,Germany,750,4,-6.7,0,50
2024-04-22,Garmisch-Partenkirchen,Germany,750,5,-2,10.7,49
2024-04-23,Garmisch-Partenkirchen,Germany,750,7,-9.4,0,14
2024-04-24,Garmisch-Partenkirchen,Germany,750,5,-3.5,6,50
2024-04-25,Garmisch-Partenkirchen,Germany,750,5,-0.2,0,58
2024-04-26,Garmisch-Partenkirchen,Germany,750,4,-3.9,0,32
2024-04-27,Garmisch-Partenkirchen,Germany,750,3,-9.1,2.1,59
2024-04-28,Garmisch-Partenkirchen,Germany,750,6,-9.4,6.6,25
2024-04-29,Garmisch-Partenkirchen,Germany,750,7,-3.8,0,21
2024-04-30,Garmisch-Partenkirchen,Germany,750,5,-0.2,5.7,24
2024-05-01,Garmisch-Partenkirchen,Germany,750,4,20.3,0,0
2024-05-02,Garmisch-Partenkirchen,Germany,750,4,13.7,0,0
2024-05-03,Garmisch-Partenkirchen,Germany,750,3,10.6,12.4,0
2024-05-04,Garmisch-Partenkirchen,Germany,750,5,23.6,10.6,0
2024-05-05,Garmisch-Partenkirchen,Germany,750,6,16.2,0,0
2024-05-06,Garmisch-Partenkirchen,Germany,750,3,24.6,0,0
2024-05-07,Garmisch-Partenkirchen,Germany,750,5,11.2,16.3,0
2024-05-08,Garmisch-Partenkirchen,Germany,750,5,18.1,0,0
2024-05-09,Garmisch-Partenkirchen,Germany,750,6,9.5,0,0
2024-05-10,Garmisch-Partenkirchen,Germany,750,5,26.1,0,0
2024-05-11,Garmisch-Partenkirchen,Germany,750,6,11.6,0,0
2024-05-12,Garmisch-Partenkirchen,Germany,750,6,16.5,0,0
2024-05-13,Garmisch-Partenkirchen,Germany,750,4,25.5,7.1,0
2024-05-14,Garmisch-Partenkirchen,Germany,750,6,17.2,19.9,0
2024-05-15,Garmisch-Partenkirchen,Germany,750,4,24.6,0.9,0
2024-05-16,Garmisch-Partenkirchen,Germany,750,6,14.6,6,0
2024-05-17,Garmisch-Partenkirchen,Germany,750,5,13.4,0,0
2024-05-18,Garmisch-Partenkirchen,Germany,750,4,18.6,0,0
2024-05-19,Garmisch-Partenkirchen,Germany,750,5,19.8,19.3,0
2024-05-20,Garmisch-Partenkirchen,Germany,750,6,11.7,0,0
2024-05-21,Garmisch-Partenkirchen,Germany,750,4,23.2,0,0
2024-05-22,Garmisch-Partenkirchen,Germany,750,3,24.7,0,0
2024-05-23,Garmisch-Partenkirchen,Germany,750,5,11.4,5.9,0
2024-05-24,Garmisch-Partenkirchen,Germany,750,5,27.5,0,0
2024-05-25,Garmisch-Partenkirchen,Germany,750,5,16.9,0,0
2024-05-26,Garmisch-Partenkirchen,Germany,750,5,21.8,3.7,0
2024-05-27,Garmisch-Partenkirchen,Germany,750,7,13.3,0,0
2024-05-28,Garmisch-Partenkirchen,Germany,750,5,28.9,0,0
2024-05-29,Garmisch-Partenkirchen,Germany,750,6,19.6,2.3,0
2024-05-30,Garmisch-Partenkirchen,Germany,750,5,16.6,12,0
2024-05-31,Garmisch-Partenkirchen,Germany,750,5,19.4,0,0
2024-06-01,Garmisch-Partenkirchen,Germany,750,7,17.4,0,0
2024-06-02,Garmisch-Partenkirchen,Germany,750,6,15.9,0,0
2024-06-03,Garmisch-Partenkirchen,Germany,750,5,21.2,0,0
2024-06-04,Garmisch-Partenkirchen,Germany,750,3,22.5,14.5,0
2024-06-05,Garmisch-Partenkirchen,Germany,750,4,11,0,0
2024-06-06,Garmisch-Partenkirchen,Germany,750,3,19.9,0,0
2024-06-07,Garmisch-Partenkirchen,Germany,750,3,16.4,5.3,0
2024-06-08,Garmisch-Partenkirchen,Germany,750,4,26.7,0,0
2024-06-09,Garmisch-Partenkirchen,Germany,750,4,9.8,22.1,0
2024-06-10,Garmisch-Partenkirchen,Germany,750,4,24.2,0,0
2024-06-11,Garmisch-Partenkirchen,Germany,750,3,10.5,0,0
2024-06-12,Garmisch-Partenkirchen,Germany,750,6,20.6,0,0
2024-06-13,Garmisch-Partenkirchen,Germany,750,5,17.9,14.6,0
2024-06-14,Garmisch-Partenkirchen,Germany,750,4,15.1,0,0
2024-06-15,Garmisch-Partenkirchen,Germany,750,5,19.1,0,0
2024-06-16,Garmisch-Partenkirchen,Germany,750,3,20.3,0,0
2024-06-17,Garmisch-Partenkirchen,Germany,750,3,25.1,0,0
2024-06-18,Garmisch-Partenkirchen,Germany,750,4,19.7,0,0
2024-06-19,Garmisch-Partenkirchen,Germany,750,7,17.8,0.9,0
2024-06-20,Garmisch-Partenkirchen,Germany,750,6,14.5,0,0
2024-06-21,Garmisch-Partenkirchen,Germany,750,4,13.8,17,0
2024-06-22,Garmisch-Partenkirchen,Germany,750,7,22.1,0,0
2024-06-23,Garmisch-Partenkirchen,Germany,750,7,28.7,0,0
2024-06-24,Garmisch-Partenkirchen,Germany,750,6,10.2,0,0
2024-06-25,Garmisch-Partenkirchen,Germany,750,4,12.9,3.8,0
2024-06-26,Garmisch-Partenkirchen,Germany,750,3,25.6,0,0
2024-06-27,Garmisch-Partenkirchen,Germany,750,4,15.6,1.8,0
2024-06-28,Garmisch-Partenkirchen,Germany,750,3,23.6,0,0
2024-06-29,Garmisch-Partenkirchen,Germany,750,3,22,0,0
2024-06-30,Garmisch-Partenkirchen,Germany,750,4,24.8,0,0
2024-07-01,Garmisch-Partenkirchen,Germany,750,7,9.2,21.8,0
2024-07-02,Garmisch-Partenkirchen,Germany,750,6,12.3,17.4,0
2024-07-03,Garmisch-Partenkirchen,Germany,750,5,13.6,0,0
2024-07-04,Garmisch-Partenkirchen,Germany,750,4,23.1,0,0
2024-07-05,Garmisch-Partenkirchen,Germany,750,5,26,0,0
2024-07-06,Garmisch-Partenkirchen,Germany,750,6,26.4,13.2,0
2024-07-07,Garmisch-Partenkirchen,Germany,750,3,17.3,0,0
2024-07-08,Garmisch-Partenkirchen,Germany,750,4,17.1,22.7,0
2024-07-09,Garmisch-Partenkirchen,Germany,750,5,8.7,0,0
2024-07-10,Garmisch-Partenkirchen,Germany,750,4,17.4,0,0
2024-07-11,Garmisch-Partenkirchen,Germany,750,6,14.4,0,0
2024-07-12,Garmisch-Partenkirchen,Germany,750,3,20.6,0,0
2024-07-13,Garmisch-Partenkirchen,Germany,750,7,21.6,0,0
2024-07-14,Garmisch-Partenkirchen,Germany,750,6,11.8,0,0
2024-07-15,Garmisch-Partenkirchen,Germany,750,4,28.6,21,0
2024-07-16,Garmisch-Partenkirchen,Germany,750,5,17.6,0,0
2024-07-17,Garmisch-Partenkirchen,Germany,750,4,18,0,0
2024-07-18,Garmisch-Partenkirchen,Germany,750,7,16.5,4.8,0
2024-07-19,Garmisch-Partenkirchen,Germany,750,6,25,20.2,0
2024-07-20,Garmisch-Partenkirchen,Germany,750,5,14.3,0,0
2024-07-21,Garmisch-Partenkirchen,Germany,750,5,14.6,24.8,0
2024-07-22,Garmisch-Partenkirchen,Germany,750,4,7.6,17.2,0
2024-07-23,Garmisch-Partenkirchen,Germany,750,5,26.3,0,0
2024-07-24,Garmisch-Partenkirchen,Germany,750,6,25.7,4.1,0
2024-07-25,Garmisch-Partenkirchen,Germany,750,7,20.5,23.5,0
2024-07-26,Garmisch-Partenkirchen,Germany,750,5,28,24.9,0
2024-07-27,Garmisch-Partenkirchen,Germany,750,3,14.3,0,0
2024-07-28,Garmisch-Partenkirchen,Germany,750,4,15.2,6.6,0
2024-07-29,Garmisch-Partenkirchen,Germany,750,7,25,0,0
2024-07-30,Garmisch-Partenkirchen,Germany,750,7,15.5,2.3,0
2024-07-31,Garmisch-Partenkirchen,Germany,750,6,19.1,0,0
2024-08-01,Garmisch-Partenkirchen,Germany,750,4,8.3,0,0
2024-08-02,Garmisch-Partenkirchen,Germany,750,6,22.5,0,0
2024-08-03,Garmisch-Partenkirchen,Germany,750,5,14.7,0,0
2024-08-04,Garmisch-Partenkirchen,Germany,750,4,24,0,0
2024-08-05,Garmisch-Partenkirchen,Germany,750,3,11,0,0
2024-08-06,Garmisch-Partenkirchen,Germany,750,5,13.5,0,0
2024-08-07,Garmisch-Partenkirchen,Germany,750,6,23.2,2.2,0
2024-08-08,Garmisch-Partenkirchen,Germany,750,5,19.1,0,0
2024-08-09,Garmisch-Partenkirchen,Germany,750,4,9,0,0
2024-08-10,Garmisch-Partenkirchen,Germany,750,5,25,0,0
2024-08-11,Garmisch-Partenkirchen,Germany,750,3,17,0,0
2024-08-12,Garmisch-Partenkirchen,Germany,750,5,13.3,3.2,0
2024-08-13,Garmisch-Partenkirchen,Germany,750,4,20.1,0,0
2024-08-14,Garmisch-Partenkirchen,Germany,750,7,14.7,0,0
2024-08-15,Garmisch-Partenkirchen,Germany,750,3,24.7,0,0
2024-08-16,Garmisch-Partenkirchen,Germany,750,4,25.4,23.1,0
2024-08-17,Garmisch-Partenkirchen,Germany,750,6,13.6,0,0
2024-08-18,Garmisch-Partenkirchen,Germany,750,3,9.4,4.7,0
2024-08-19,Garmisch-Partenkirchen,Germany,750,3,10.8,0,0
2024-08-20,Garmisch-Partenkirchen,Germany,750,4,12.3,0,0
2024-08-21,Garmisch-Partenkirchen,Germany,750,3,26.6,4.5,0
2024-08-22,Garmisch-Partenkirchen,Germany,750,4,17.2,0,0
2024-08-23,Garmisch-Partenkirchen,Germany,750,3,25.3,0,0
2024-08-24,Garmisch-Partenkirchen,Germany,750,5,23.2,17.1,0
2024-08-25,Garmisch-Partenkirchen,Germany,750,5,16,0,0
2024-08-26,Garmisch-Partenkirchen,Germany,750,5,17,0,0
2024-08-27,Garmisch-Partenkirchen,Germany,750,5,12.3,0,0
2024-08-28,Garmisch-Partenkirchen,Germany,750,4,17.1,0,0
2024-08-29,Garmisch-Partenkirchen,Germany,750,5,22.3,0,0
2024-08-30,Garmisch-Partenkirchen,Germany,750,3,8.9,0,0
2024-08-31,Garmisch-Partenkirchen,Germany,750,3,18.1,0,0
2024-09-01,Garmisch-Partenkirchen,Germany,750,3,19.1,3.8,0
2024-09-02,Garmisch-Partenkirchen,Germany,750,3,28.3,22.2,0
2024-09-03,Garmisch-Partenkirchen,Germany,750,6,16.4,0,0
2024-09-04,Garmisch-Partenkirchen,Germany,750,5,22.4,0,0
2024-09-05,Garmisch-Partenkirchen,Germany,750,6,22.9,15.2,0
2024-09-06,Garmisch-Partenkirchen,Germany,750,5,8.9,22.1,0
2024-09-07,Garmisch-Partenkirchen,Germany,750,5,16.5,0,0
2024-09-08,Garmisch-Partenkirchen,Germany,750,5,8.2,0,0
2024-09-09,Garmisch-Partenkirchen,Germany,750,4,11,23.8,0
2024-09-10,Garmisch-Partenkirchen,Germany,750,3,18.5,21.4,0
2024-09-11,Garmisch-Partenkirchen,Germany,750,3,14.1,0,0
2024-09-12,Garmisch-Partenkirchen,Germany,750,6,17.7,16.8,0
2024-09-13,Garmisch-Partenkirchen,Germany,750,5,13.5,22.6,0
2024-09-14,Garmisch-Partenkirchen,Germany,750,5,23.6,5.7,0
2024-09-15,Garmisch-Partenkirchen,Germany,750,6,26.5,0,0
2024-09-16,Garmisch-Partenkirchen,Germany,750,5,16.9,0,0
2024-09-17,Garmisch-Partenkirchen,Germany,750,4,24.8,0,0
2024-09-18,Garmisch-Partenkirchen,Germany,750,7,20.2,0,0
2024-09-19,Garmisch-Partenkirchen,Germany,750,3,17.9,0,0
2024-09-20,Garmisch-Partenkirchen,Germany,750,4,15.3,14,0
2024-09-21,Garmisch-Partenkirchen,Germany,750,3,13.5,0,0
2024-09-22,Garmisch-Partenkirchen,Germany,750,6,17,21.7,0
2024-09-23,Garmisch-Partenkirchen,Germany,750,6,16.7,0,0
2024-09-24,Garmisch-Partenkirchen,Germany,750,4,22,8.6,0
2024-09-25,Garmisch-Partenkirchen,Germany,750,4,14.3,3,0
2024-09-26,Garmisch-Partenkirchen,Germany,750,6,21.8,0,0
2024-09-27,Garmisch-Partenkirchen,Germany,750,4,13.6,0,0
2024-09-28,Garmisch-Partenkirchen,Germany,750,4,16.2,0,0
2024-09-29,Garmisch-Partenkirchen,Germany,750,6,20.6,0,0
2024-09-30,Garmisch-Partenkirchen,Germany,750,3,16.3,23.6,0
2024-10-01,Garmisch-Partenkirchen,Germany,750,4,16.6,0,0
2024-10-02,Garmisch-Partenkirchen,Germany,750,7,9,0,0
