Region,Country,Date,Elevation (m),Wind (Beaufort),Temperature (Â°C),Snow Depth (cm),Precipitation (mm),Daily Snow Depth (cm),Monthly Snow Depth (cm),Mean Snow Depth (cm),Max Snow Depth (cm),Days where AVG Temp < 0C
Bivio,Switzerland,07/11/2018,,,,21,,,21,2.566666667,14,12
Bivio,Switzerland,26/12/2018,,,,107,,,107,27.67741935,65,28
Bivio,Switzerland,24/01/2019,,,,212,,,212,97.12903226,138,31
Bivio,Switzerland,12/02/2019,,,,74,,,74,114.1428571,128,28
Bivio,Switzerland,10/03/2019,,,,77,,,77,99.16129032,120,31
Bivio,Switzerland,05/04/2019,,,,135,,,135,84.1,137,30
Bivio,Switzerland,11/05/2019,,,,61,,,61,18.64516129,57,17
Bosco_Gurin,Switzerland,03/01/2015,,,,156,,,156,38.35483871,96,23
Bosco_Gurin,Switzerland,22/02/2015,,,,184,,,184,92.53571429,162,28
Bosco_Gurin,Switzerland,25/03/2015,,,,83,,,83,95.74193548,114,31
Bosco_Gurin,Switzerland,23/04/2015,,,,2,,,2,30.56666667,74,20
Bosco_Gurin,Switzerland,04/05/2015,,,,1,,,1,0.032258065,1,1
Bosco_Gurin,Switzerland,21/10/2015,,,,5,,,5,0.193548387,3,3
Bosco_Gurin,Switzerland,16/11/2015,,,,0,,,0,0,0,0
Bosco_Gurin,Switzerland,15/12/2015,,,,0,,,0,0,0,0
Bosco_Gurin,Switzerland,02/01/2016,,,,58,,,58,21.64516129,34,29
Bosco_Gurin,Switzerland,06/02/2016,,,,133,,,133,35.4137931,78,29
Bosco_Gurin,Switzerland,03/03/2016,,,,99,,,99,66.19354839,103,31
Bosco_Gurin,Switzerland,22/04/2016,,,,1,,,1,5,30,10
Bosco_Gurin,Switzerland,19/05/2016,,,,15,,,15,0.548387097,15,2
Bosco_Gurin,Switzerland,25/10/2016,,,,20,,,20,1.161290323,20,4
Bosco_Gurin,Switzerland,30/11/2016,,,,33,,,33,3.033333333,19,14
Bosco_Gurin,Switzerland,14/12/2016,,,,19,,,19,2.225806452,18,6
Bosco_Gurin,Switzerland,24/01/2017,,,,34,,,34,9.677419355,21,27
Bosco_Gurin,Switzerland,14/02/2017,,,,64,,,64,30.64285714,53,28
Bosco_Gurin,Switzerland,15/03/2017,,,,124,,,124,25.29032258,86,23
Bosco_Gurin,Switzerland,24/04/2017,,,,17,,,17,0.733333333,17,2
Bosco_Gurin,Switzerland,12/05/2017,,,,19,,,19,1,17,4
Bosco_Gurin,Switzerland,29/10/2017,,,,0,,,0,0,0,0
Bosco_Gurin,Switzerland,16/11/2017,,,,33,,,33,2.366666667,18,15
Bosco_Gurin,Switzerland,22/12/2017,,,,139,,,139,31.77419355,68,30
Bosco_Gurin,Switzerland,07/01/2018,,,,199,,,199,93.29032258,136,31
Bosco_Gurin,Switzerland,11/02/2018,,,,37,,,37,117.4642857,126,28
Bosco_Gurin,Switzerland,27/03/2018,,,,69,,,69,116.1290323,138,31
Bosco_Gurin,Switzerland,28/04/2018,,,,53,,,53,78.5,127,28
Bosco_Gurin,Switzerland,27/05/2018,,,,0,,,0,0,0,0
Bosco_Gurin,Switzerland,13/10/2018,,,,25,,,25,1.193548387,25,2
Bosco_Gurin,Switzerland,15/11/2018,,,,65,,,65,10.73333333,35,19
Bosco_Gurin,Switzerland,12/12/2018,,,,74,,,74,26.22580645,60,31
Bosco_Gurin,Switzerland,14/01/2019,,,,27,,,27,26.29032258,34,31
Bosco_Gurin,Switzerland,09/02/2019,,,,38,,,38,35.64285714,58,28
Bosco_Gurin,Switzerland,09/03/2019,,,,67,,,67,3.580645161,28,12
Bosco_Gurin,Switzerland,07/04/2019,,,,122,,,122,19.63333333,103,18
Bosco_Gurin,Switzerland,17/05/2019,,,,2,,,2,0.064516129,2,1
Bourg_St_Pierre,Switzerland,14/01/2015,,,,91,,,91,22.25806452,61,31
Bourg_St_Pierre,Switzerland,23/02/2015,,,,53,,,53,49.10714286,68,28
Bourg_St_Pierre,Switzerland,30/03/2015,,,,31,,,31,31.16129032,58,31
Bourg_St_Pierre,Switzerland,06/04/2015,,,,14,,,14,0.666666667,7,6
Bourg_St_Pierre,Switzerland,27/05/2015,,,,30,,,30,1.483870968,25,4
Bourg_St_Pierre,Switzerland,26/10/2015,,,,19,,,19,0.612903226,17,2
Bourg_St_Pierre,Switzerland,16/11/2015,,,,55,,,55,6.866666667,28,10
Bourg_St_Pierre,Switzerland,29/12/2015,,,,3,,,3,6.161290323,16,27
Bourg_St_Pierre,Switzerland,06/01/2016,,,,131,,,131,30.06451613,54,29
Bourg_St_Pierre,Switzerland,09/02/2016,,,,133,,,133,56.55172414,73,29
Bourg_St_Pierre,Switzerland,14/03/2016,,,,46,,,46,52.09677419,76,31
Bourg_St_Pierre,Switzerland,22/04/2016,,,,32,,,32,1.433333333,14,8
Bourg_St_Pierre,Switzerland,13/05/2016,,,,36,,,36,2.290322581,28,7
Bourg_St_Pierre,Switzerland,05/10/2016,,,,0,,,0,0,0,0
Bourg_St_Pierre,Switzerland,15/11/2016,,,,53,,,53,5.5,29,14
Bourg_St_Pierre,Switzerland,10/12/2016,,,,1,,,1,0.032258065,1,1
Bourg_St_Pierre,Switzerland,21/01/2017,,,,57,,,57,15.22580645,32,28
Bourg_St_Pierre,Switzerland,02/02/2017,,,,66,,,66,22.21428571,41,28
Bourg_St_Pierre,Switzerland,22/03/2017,,,,80,,,80,19.06451613,60,22
Bourg_St_Pierre,Switzerland,22/04/2017,,,,28,,,28,1.533333333,23,5
Bourg_St_Pierre,Switzerland,21/05/2017,,,,23,,,23,0.838709677,9,5
Bourg_St_Pierre,Switzerland,17/10/2017,,,,8,,,8,0.258064516,6,2
Bourg_St_Pierre,Switzerland,08/11/2017,,,,84,,,84,12.76666667,33,25
Bourg_St_Pierre,Switzerland,01/12/2017,,,,142,,,142,41.96774194,66,31
Bourg_St_Pierre,Switzerland,11/01/2018,,,,164,,,164,71.61290323,102,31
Bourg_St_Pierre,Switzerland,05/02/2018,,,,43,,,43,73.28571429,83,28
Bourg_St_Pierre,Switzerland,09/03/2018,,,,82,,,82,67.35483871,84,31
Bourg_St_Pierre,Switzerland,02/04/2018,,,,20,,,20,14.73333333,62,15
Bourg_St_Pierre,Switzerland,26/05/2018,,,,1,,,1,0.032258065,1,1
Bourg_St_Pierre,Switzerland,01/10/2018,,,,28,,,28,1.322580645,16,4
Bourg_St_Pierre,Switzerland,11/11/2018,,,,14,,,14,1.366666667,10,6
Bourg_St_Pierre,Switzerland,22/12/2018,,,,91,,,91,14.64516129,42,28
Bourg_St_Pierre,Switzerland,06/01/2019,,,,108,,,108,32.12903226,54,31
Bourg_St_Pierre,Switzerland,14/02/2019,,,,57,,,57,44.39285714,63,28
Bourg_St_Pierre,Switzerland,11/03/2019,,,,52,,,52,19.09677419,41,28
Bourg_St_Pierre,Switzerland,08/04/2019,,,,74,,,74,4.866666667,35,10
Bourg_St_Pierre,Switzerland,17/05/2019,,,,36,,,36,1.677419355,21,5
Braunwald,Switzerland,11/01/2015,,,,168,,,168,29.35483871,69,28
Braunwald,Switzerland,14/02/2015,,,,122,,,122,61.71428571,97,28
Braunwald,Switzerland,01/03/2015,,,,71,,,71,51.93548387,89,31
Braunwald,Switzerland,14/04/2015,,,,87,,,87,17.43333333,65,14
Braunwald,Switzerland,16/05/2015,,,,14,,,14,0.580645161,14,2
Braunwald,Switzerland,28/10/2015,,,,6,,,6,0.193548387,4,2
Braunwald,Switzerland,26/11/2015,,,,124,,,124,12.53333333,59,10
Braunwald,Switzerland,28/12/2015,,,,1,,,1,11.51612903,29,22
Braunwald,Switzerland,15/01/2016,,,,218,,,218,42.16129032,76,29
Braunwald,Switzerland,17/02/2016,,,,150,,,150,59.86206897,77,29
Braunwald,Switzerland,21/03/2016,,,,124,,,124,81.38709677,115,31
Braunwald,Switzerland,19/04/2016,,,,84,,,84,10.33333333,46,17
Braunwald,Switzerland,07/05/2016,,,,23,,,23,1.032258065,21,4
Braunwald,Switzerland,28/10/2016,,,,2,,,2,0.064516129,1,2
Braunwald,Switzerland,04/11/2016,,,,119,,,119,15.36666667,70,16
Braunwald,Switzerland,09/12/2016,,,,1,,,1,0.032258065,1,1
Braunwald,Switzerland,21/01/2017,,,,173,,,173,46.96774194,84,29
Braunwald,Switzerland,08/02/2017,,,,65,,,65,48.25,65,28
Braunwald,Switzerland,22/03/2017,,,,103,,,103,35.22580645,92,25
Braunwald,Switzerland,25/04/2017,,,,135,,,135,10.1,46,12
Braunwald,Switzerland,25/05/2017,,,,9,,,9,0.419354839,9,2
Braunwald,Switzerland,28/10/2017,,,,16,,,16,0.774193548,13,3
Braunwald,Switzerland,26/11/2017,,,,133,,,133,19.03333333,35,24
Braunwald,Switzerland,29/12/2017,,,,265,,,265,65.67741935,108,31
Braunwald,Switzerland,13/01/2018,,,,166,,,166,85.48387097,128,31
Braunwald,Switzerland,22/02/2018,,,,72,,,72,112.6428571,124,28
Braunwald,Switzerland,09/03/2018,,,,123,,,123,110.0322581,143,31
Braunwald,Switzerland,12/04/2018,,,,29,,,29,50.76666667,151,20
Braunwald,Switzerland,04/05/2018,,,,0,,,0,0,0,0
Braunwald,Switzerland,24/10/2018,,,,33,,,33,2.064516129,33,4
Braunwald,Switzerland,06/11/2018,,,,12,,,12,0.833333333,10,6
Braunwald,Switzerland,01/12/2018,,,,113,,,113,26.29032258,49,26
Braunwald,Switzerland,15/01/2019,,,,271,,,271,91.09677419,135,31
Braunwald,Switzerland,03/02/2019,,,,68,,,68,115.7142857,144,28
Braunwald,Switzerland,26/03/2019,,,,123,,,123,96.90322581,121,31
Braunwald,Switzerland,05/04/2019,,,,78,,,78,50.56666667,112,28
Braunwald,Switzerland,15/05/2019,,,,27,,,27,1.258064516,12,6
Brusio,Switzerland,29/01/2015,,,,17,,,17,0.709677419,9,4
Brusio,Switzerland,15/02/2015,,,,3,,,3,0.25,2,5
Brusio,Switzerland,06/03/2015,,,,0,,,0,0,0,0
Brusio,Switzerland,07/04/2015,,,,0,,,0,0,0,0
Brusio,Switzerland,23/05/2015,,,,0,,,0,0,0,0
Brusio,Switzerland,24/10/2015,,,,0,,,0,0,0,0
Brusio,Switzerland,30/11/2015,,,,0,,,0,0,0,0
Brusio,Switzerland,08/12/2015,,,,0,,,0,0,0,0
Brusio,Switzerland,10/01/2016,,,,18,,,18,1.774193548,14,7
Brusio,Switzerland,25/02/2016,,,,10,,,10,0.344827586,5,3
Brusio,Switzerland,26/03/2016,,,,6,,,6,0.193548387,5,2
Brusio,Switzerland,26/04/2016,,,,0,,,0,0,0,0
Brusio,Switzerland,09/05/2016,,,,0,,,0,0,0,0
Brusio,Switzerland,20/10/2016,,,,0,,,0,0,0,0
Brusio,Switzerland,27/11/2016,,,,0,,,0,0,0,0
Brusio,Switzerland,25/12/2016,,,,0,,,0,0,0,0
Brusio,Switzerland,07/01/2017,,,,8,,,8,0.870967742,7,9
Brusio,Switzerland,19/02/2017,,,,11,,,11,0.392857143,8,2
Brusio,Switzerland,20/03/2017,,,,0,,,0,0,0,0
Brusio,Switzerland,26/04/2017,,,,0,,,0,0,0,0
Brusio,Switzerland,29/05/2017,,,,0,,,0,0,0,0
Brusio,Switzerland,03/10/2017,,,,0,,,0,0,0,0
Brusio,Switzerland,28/11/2017,,,,2,,,2,0.066666667,1,2
Brusio,Switzerland,05/12/2017,,,,16,,,16,1.483870968,13,14
Brusio,Switzerland,07/01/2018,,,,21,,,21,0.967741935,11,7
Brusio,Switzerland,21/02/2018,,,,12,,,12,0.714285714,8,6
Brusio,Switzerland,16/03/2018,,,,27,,,27,1.935483871,17,6
Brusio,Switzerland,03/04/2018,,,,0,,,0,0,0,0
Brusio,Switzerland,20/05/2018,,,,0,,,0,0,0,0
Brusio,Switzerland,17/10/2018,,,,0,,,0,0,0,0
Brusio,Switzerland,17/11/2018,,,,3,,,3,0.1,2,2
Brusio,Switzerland,07/12/2018,,,,8,,,8,0.483870968,7,4
Brusio,Switzerland,13/01/2019,,,,2,,,2,0.064516129,1,2
Brusio,Switzerland,02/02/2019,,,,28,,,28,2.571428571,20,11
Brusio,Switzerland,29/03/2019,,,,0,,,0,0,0,0
Brusio,Switzerland,02/04/2019,,,,11,,,11,0.366666667,11,1
Brusio,Switzerland,03/05/2019,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,15/01/2015,,,,104,,,104,21.51612903,57,18
Campo_Blenio,Switzerland,09/02/2015,,,,119,,,119,58.03571429,102,28
Campo_Blenio,Switzerland,29/03/2015,,,,24,,,24,39.80645161,74,31
Campo_Blenio,Switzerland,23/04/2015,,,,0,,,0,0.5,10,2
Campo_Blenio,Switzerland,21/05/2015,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,17/10/2015,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,20/11/2015,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,14/12/2015,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,03/01/2016,,,,35,,,35,10.12903226,16,29
Campo_Blenio,Switzerland,02/02/2016,,,,100,,,100,33.93103448,59,25
Campo_Blenio,Switzerland,25/03/2016,,,,80,,,80,40.32258065,85,30
Campo_Blenio,Switzerland,13/04/2016,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,01/05/2016,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,21/10/2016,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,03/11/2016,,,,21,,,21,2.933333333,12,14
Campo_Blenio,Switzerland,21/12/2016,,,,19,,,19,2.032258065,21,7
Campo_Blenio,Switzerland,11/01/2017,,,,37,,,37,9.064516129,14,27
Campo_Blenio,Switzerland,27/02/2017,,,,58,,,58,21,41,28
Campo_Blenio,Switzerland,25/03/2017,,,,33,,,33,11.35483871,36,17
Campo_Blenio,Switzerland,23/04/2017,,,,5,,,5,0.166666667,5,1
Campo_Blenio,Switzerland,25/05/2017,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,19/10/2017,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,05/11/2017,,,,12,,,12,0.5,5,4
Campo_Blenio,Switzerland,26/12/2017,,,,142,,,142,42.61290323,84,28
Campo_Blenio,Switzerland,13/01/2018,,,,144,,,144,87.16129032,134,31
Campo_Blenio,Switzerland,02/02/2018,,,,47,,,47,93.85714286,108,28
Campo_Blenio,Switzerland,21/03/2018,,,,63,,,63,85.19354839,100,31
Campo_Blenio,Switzerland,03/04/2018,,,,11,,,11,28.3,75,18
Campo_Blenio,Switzerland,26/05/2018,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,22/10/2018,,,,0,,,0,0,0,0
Campo_Blenio,Switzerland,24/11/2018,,,,51,,,51,7.033333333,25,11
Campo_Blenio,Switzerland,02/12/2018,,,,44,,,44,20.06451613,31,31
Campo_Blenio,Switzerland,30/01/2019,,,,27,,,27,16.48387097,22,31
Campo_Blenio,Switzerland,10/02/2019,,,,57,,,57,35.35714286,52,28
Campo_Blenio,Switzerland,03/03/2019,,,,54,,,54,6.580645161,22,16
Campo_Blenio,Switzerland,21/04/2019,,,,23,,,23,2.6,21,6
Campo_Blenio,Switzerland,26/05/2019,,,,0,,,0,0,0,0
Cavaglia,Switzerland,04/01/2015,,,,70,,,70,24.51612903,65,29
Cavaglia,Switzerland,18/02/2015,,,,63,,,63,64.78571429,85,28
Cavaglia,Switzerland,25/03/2015,,,,13,,,13,38.67741935,75,31
Cavaglia,Switzerland,14/04/2015,,,,0,,,0,0.5,5,3
Cavaglia,Switzerland,08/05/2015,,,,5,,,5,0.161290323,5,1
Cavaglia,Switzerland,19/10/2015,,,,9,,,9,0.451612903,8,3
Cavaglia,Switzerland,02/11/2015,,,,0,,,0,0,0,0
Cavaglia,Switzerland,13/12/2015,,,,0,,,0,0,0,0
Cavaglia,Switzerland,15/01/2016,,,,90,,,90,30.93548387,60,29
Cavaglia,Switzerland,10/02/2016,,,,122,,,122,46.48275862,75,29
Cavaglia,Switzerland,05/03/2016,,,,38,,,38,52.35483871,85,31
Cavaglia,Switzerland,07/04/2016,,,,10,,,10,9.666666667,25,18
Cavaglia,Switzerland,18/05/2016,,,,1,,,1,0.032258065,1,1
Cavaglia,Switzerland,29/10/2016,,,,5,,,5,0.161290323,4,2
Cavaglia,Switzerland,07/11/2016,,,,29,,,29,7.533333333,18,21
Cavaglia,Switzerland,26/12/2016,,,,0,,,0,0,0,0
Cavaglia,Switzerland,30/01/2017,,,,10,,,10,1.612903226,10,9
Cavaglia,Switzerland,02/02/2017,,,,73,,,73,34.53571429,48,27
Cavaglia,Switzerland,21/03/2017,,,,55,,,55,33.51612903,70,25
Cavaglia,Switzerland,16/04/2017,,,,25,,,25,2,25,4
Cavaglia,Switzerland,30/05/2017,,,,55,,,55,3.709677419,30,6
Cavaglia,Switzerland,02/10/2017,,,,0,,,0,0,0,0
Cavaglia,Switzerland,21/11/2017,,,,10,,,10,0.633333333,5,4
Cavaglia,Switzerland,30/12/2017,,,,120,,,120,33.06451613,90,20
Cavaglia,Switzerland,01/01/2018,,,,55,,,55,96.03225806,122,31
Cavaglia,Switzerland,04/02/2018,,,,23,,,23,66.42857143,80,28
Cavaglia,Switzerland,28/03/2018,,,,57,,,57,75.35483871,92,31
Cavaglia,Switzerland,06/04/2018,,,,46,,,46,75,117,29
Cavaglia,Switzerland,03/05/2018,,,,0,,,0,0,0,0
Cavaglia,Switzerland,23/10/2018,,,,2,,,2,0.096774194,2,2
Cavaglia,Switzerland,21/11/2018,,,,38,,,38,6.366666667,30,12
Cavaglia,Switzerland,20/12/2018,,,,16,,,16,9.193548387,13,31
Cavaglia,Switzerland,19/01/2019,,,,13,,,13,12.67741935,20,31
Cavaglia,Switzerland,15/02/2019,,,,75,,,75,46.21428571,88,28
Cavaglia,Switzerland,16/03/2019,,,,39,,,39,8.161290323,25,18
Cavaglia,Switzerland,28/04/2019,,,,83,,,83,28.26666667,80,18
Cavaglia,Switzerland,13/05/2019,,,,0,,,0,0,0,0
Curaglia,Switzerland,28/01/2015,,,,64,,,64,12.41935484,30,25
Curaglia,Switzerland,15/02/2015,,,,60,,,60,29.35714286,44,28
Curaglia,Switzerland,16/03/2015,,,,23,,,23,10.32258065,32,19
Curaglia,Switzerland,01/04/2015,,,,24,,,24,2.433333333,20,7
Curaglia,Switzerland,08/05/2015,,,,9,,,9,0.290322581,7,2
Curaglia,Switzerland,05/10/2015,,,,13,,,13,0.709677419,11,4
Curaglia,Switzerland,07/11/2015,,,,22,,,22,1.8,13,8
Curaglia,Switzerland,28/12/2015,,,,0,,,0,0,0,0
Curaglia,Switzerland,22/01/2016,,,,44,,,44,4.612903226,15,21
Curaglia,Switzerland,21/02/2016,,,,47,,,47,5.206896552,20,19
Curaglia,Switzerland,23/03/2016,,,,79,,,79,8.870967742,50,18
Curaglia,Switzerland,28/04/2016,,,,61,,,61,2.866666667,26,7
Curaglia,Switzerland,18/05/2016,,,,0,,,0,0,0,0
Curaglia,Switzerland,20/10/2016,,,,0,,,0,0,0,0
Curaglia,Switzerland,03/11/2016,,,,46,,,46,4.7,23,12
Curaglia,Switzerland,23/12/2016,,,,1,,,1,0.032258065,1,1
Curaglia,Switzerland,08/01/2017,,,,49,,,49,12.06451613,23,29
Curaglia,Switzerland,12/02/2017,,,,27,,,27,7.178571429,18,18
Curaglia,Switzerland,29/03/2017,,,,51,,,51,4.193548387,25,9
Curaglia,Switzerland,06/04/2017,,,,65,,,65,3.3,50,7
Curaglia,Switzerland,04/05/2017,,,,5,,,5,0.161290323,3,2
Curaglia,Switzerland,17/10/2017,,,,1,,,1,0.032258065,1,1
Curaglia,Switzerland,14/11/2017,,,,55,,,55,3.033333333,14,15
Curaglia,Switzerland,05/12/2017,,,,85,,,85,17.48387097,42,31
Curaglia,Switzerland,27/01/2018,,,,131,,,131,40.29032258,75,31
Curaglia,Switzerland,14/02/2018,,,,40,,,40,48.39285714,57,28
Curaglia,Switzerland,29/03/2018,,,,64,,,64,26.4516129,46,29
Curaglia,Switzerland,10/04/2018,,,,18,,,18,2.2,38,4
Curaglia,Switzerland,24/05/2018,,,,0,,,0,0,0,0
Curaglia,Switzerland,14/10/2018,,,,75,,,75,6.387096774,65,4
Curaglia,Switzerland,18/11/2018,,,,7,,,7,3.433333333,35,8
Curaglia,Switzerland,13/12/2018,,,,43,,,43,8.838709677,19,22
Curaglia,Switzerland,15/01/2019,,,,106,,,106,30.70967742,46,31
Curaglia,Switzerland,01/02/2019,,,,35,,,35,29.42857143,46,28
Curaglia,Switzerland,15/03/2019,,,,62,,,62,3.483870968,27,11
Curaglia,Switzerland,09/04/2019,,,,98,,,98,7.9,75,10
Curaglia,Switzerland,27/05/2019,,,,1,,,1,0.032258065,1,1
Davos,Switzerland,14/01/2015,,,,66,,,66,21.64516129,37,31
Davos,Switzerland,18/02/2015,,,,42,,,42,42.46428571,54,28
Davos,Switzerland,21/03/2015,,,,64,,,64,49.09677419,65,31
Davos,Switzerland,28/04/2015,,,,80,,,80,24.2,67,20
Davos,Switzerland,06/05/2015,,,,1,,,1,0.032258065,1,1
Davos,Switzerland,06/06/2015,,,,0,,,0,0,0,0
Davos,Switzerland,18/07/2015,,,,0,,,0,0,0,0
Davos,Switzerland,08/08/2015,,,,0,,,0,0,0,0
Davos,Switzerland,20/09/2015,,,,0,,,0,0,0,0
Davos,Switzerland,13/10/2015,,,,25,,,25,1.129032258,15,4
Davos,Switzerland,12/11/2015,,,,13,,,13,0.9,5,10
Davos,Switzerland,04/12/2015,,,,3,,,3,0.419354839,3,7
Davos,Switzerland,03/01/2016,,,,116,,,116,24.93548387,41,30
Davos,Switzerland,03/02/2016,,,,123,,,123,55.37931034,74,29
Davos,Switzerland,30/03/2016,,,,81,,,81,67.16129032,81,31
Davos,Switzerland,16/04/2016,,,,60,,,60,10.16666667,46,18
Davos,Switzerland,14/05/2016,,,,6,,,6,0.193548387,3,3
Davos,Switzerland,02/06/2016,,,,1,,,1,0.033333333,1,1
Davos,Switzerland,22/07/2016,,,,0,,,0,0,0,0
Davos,Switzerland,02/08/2016,,,,0,,,0,0,0,0
Davos,Switzerland,06/09/2016,,,,0,,,0,0,0,0
Davos,Switzerland,12/10/2016,,,,2,,,2,0.064516129,1,2
Davos,Switzerland,08/11/2016,,,,39,,,39,6.833333333,20,15
Davos,Switzerland,09/12/2016,,,,6,,,6,0.387096774,3,5
Davos,Switzerland,04/01/2017,,,,82,,,82,29.19354839,46,29
Davos,Switzerland,20/02/2017,,,,55,,,55,53.21428571,60,28
Davos,Switzerland,10/03/2017,,,,72,,,72,53.67741935,87,31
Davos,Switzerland,11/04/2017,,,,48,,,48,3.466666667,16,11
Davos,Switzerland,02/05/2017,,,,12,,,12,0.387096774,11,2
Davos,Switzerland,30/06/2017,,,,0,,,0,0,0,0
Davos,Switzerland,25/07/2017,,,,0,,,0,0,0,0
Davos,Switzerland,05/08/2017,,,,0,,,0,0,0,0
Davos,Switzerland,20/09/2017,,,,2,,,2,0.066666667,2,1
Davos,Switzerland,01/10/2017,,,,15,,,15,0.548387097,9,3
Davos,Switzerland,26/11/2017,,,,81,,,81,13.26666667,28,25
Davos,Switzerland,13/12/2017,,,,112,,,112,39.96774194,69,31
Davos,Switzerland,01/01/2018,,,,254,,,254,106.6774194,175,31
Davos,Switzerland,25/02/2018,,,,40,,,40,124.3571429,140,28
Davos,Switzerland,19/03/2018,,,,75,,,75,113,128,31
Davos,Switzerland,09/04/2018,,,,8,,,8,45.36666667,106,23
Davos,Switzerland,10/05/2018,,,,1,,,1,0.032258065,1,1
Davos,Switzerland,23/10/2018,,,,41,,,41,2.935483871,41,4
Davos,Switzerland,08/11/2018,,,,10,,,10,1.033333333,8,9
Davos,Switzerland,22/12/2018,,,,96,,,96,27.12903226,51,29
Davos,Switzerland,23/01/2019,,,,210,,,210,97.09677419,140,31
Davos,Switzerland,17/02/2019,,,,48,,,48,112.8571429,129,28
Davos,Switzerland,09/03/2019,,,,128,,,128,110.9354839,152,31
Davos,Switzerland,23/04/2019,,,,42,,,42,63.76666667,108,30
Davos,Switzerland,23/05/2019,,,,11,,,11,0.516129032,8,4
Elm,Switzerland,04/01/2015,,,,199,,,199,66.74193548,125,31
Elm,Switzerland,20/02/2015,,,,124,,,124,107.8928571,146,28
Elm,Switzerland,21/03/2015,,,,136,,,136,109.2258065,159,31
Elm,Switzerland,04/04/2015,,,,138,,,138,122.2333333,182,30
Elm,Switzerland,27/05/2015,,,,20,,,20,5.677419355,41,9
Elm,Switzerland,16/11/2015,,,,115,,,115,16.36666667,65,10
Elm,Switzerland,18/12/2015,,,,5,,,5,19.35483871,45,21
Elm,Switzerland,19/01/2016,,,,229,,,229,57.19354839,101,31
Elm,Switzerland,18/02/2016,,,,161,,,161,103.8965517,120,29
Elm,Switzerland,19/03/2016,,,,161,,,161,130.0645161,168,31
Elm,Switzerland,05/04/2016,,,,104,,,104,62.1,94,30
Elm,Switzerland,01/12/2016,,,,7,,,7,0.322580645,6,3
Elm,Switzerland,21/01/2017,,,,156,,,156,50.80645161,111,29
Elm,Switzerland,25/02/2017,,,,82,,,82,62.32142857,75,28
Elm,Switzerland,12/03/2017,,,,180,,,180,96.29032258,155,31
Elm,Switzerland,30/04/2017,,,,148,,,148,31.56666667,70,22
Elm,Switzerland,22/12/2017,,,,252,,,252,80.06451613,125,31
Elm,Switzerland,27/01/2018,,,,299,,,299,155.6774194,255,31
Elm,Switzerland,09/02/2018,,,,70,,,70,198.5,215,28
Elm,Switzerland,11/03/2018,,,,191,,,191,199.0967742,225,31
Elm,Switzerland,12/04/2018,,,,38,,,38,152.3,250,30
Elm,Switzerland,04/11/2018,,,,13,,,13,1.1,10,6
Elm,Switzerland,02/12/2018,,,,151,,,151,42.4516129,71,28
Elm,Switzerland,13/01/2019,,,,293,,,293,147.9677419,210,31
Elm,Switzerland,11/02/2019,,,,86,,,86,158.5,192,28
Elm,Switzerland,18/03/2019,,,,215,,,215,153.2903226,200,31
Elm,Switzerland,06/04/2019,,,,78,,,78,122.5333333,170,30
Engelberg,Switzerland,05/01/2015,,,,129,,,129,23.16129032,53,26
Engelberg,Switzerland,09/02/2015,,,,69,,,69,42.42857143,59,28
Engelberg,Switzerland,22/03/2015,,,,34,,,34,14,48,16
Engelberg,Switzerland,09/04/2015,,,,25,,,25,1.133333333,10,5
Engelberg,Switzerland,29/05/2015,,,,7,,,7,0.225806452,6,2
Engelberg,Switzerland,22/10/2015,,,,0,,,0,0,0,0
Engelberg,Switzerland,15/11/2015,,,,98,,,98,10.96666667,61,10
Engelberg,Switzerland,09/12/2015,,,,0,,,0,11.96774194,30,24
Engelberg,Switzerland,06/01/2016,,,,59,,,59,12.06451613,34,25
Engelberg,Switzerland,15/02/2016,,,,104,,,104,10.17241379,26,23
Engelberg,Switzerland,17/03/2016,,,,75,,,75,10.5483871,35,18
Engelberg,Switzerland,29/04/2016,,,,58,,,58,2.633333333,29,6
Engelberg,Switzerland,10/05/2016,,,,4,,,4,0.129032258,2,2
Engelberg,Switzerland,11/10/2016,,,,0,,,0,0,0,0
Engelberg,Switzerland,08/11/2016,,,,39,,,39,2.7,16,8
Engelberg,Switzerland,14/12/2016,,,,0,,,0,0,0,0
Engelberg,Switzerland,06/01/2017,,,,119,,,119,29.61290323,55,29
Engelberg,Switzerland,18/02/2017,,,,47,,,47,15.39285714,33,26
Engelberg,Switzerland,17/03/2017,,,,34,,,34,2.096774194,25,6
Engelberg,Switzerland,23/04/2017,,,,120,,,120,6.733333333,58,8
Engelberg,Switzerland,29/05/2017,,,,0,,,0,0.870967742,17,2
Engelberg,Switzerland,08/10/2017,,,,0,,,0,0,0,0
Engelberg,Switzerland,08/11/2017,,,,113,,,113,9.833333333,26,22
